Student ID:6940610
Student name:Anil Emanuel
UUID:cd636446-228f-4da9-8229-850b49756a5d
==========
Args:Namespace(model_mode='convnext_tiny', dataset_location='/user/HS401/ae01383/Downloads/EEEM066_KnifeHunter', train_datacsv='/user/HS401/ae01383/Downloads/CSWK_2025-26-main/dataset/train.csv', val_datacsv='/user/HS401/ae01383/Downloads/CSWK_2025-26-main/dataset/validation.csv', test_datacsv='dataset/test.csv', saved_checkpoint_path='BS64_LR0003', n_classes=543, num_workers=8, seed=0, resized_img_weight=224, resized_img_height=224, evaluate_only=False, model_path=None, epochs=10, batch_size=64, brightness=0.2, contrast=0.2, saturation=0.2, hue=0.2, random_rotation=0, vertical_flip=0, horizontal_flip=0, random_erase=False, color_aug=False, optim='adam', learning_rate=0.0003, weight_decay=0.0005, momentum=0.9, sgd_dampening=0, sgd_nesterov=False, rmsprop_alpha=0.99, adam_beta1=0.9, adam_beta2=0.999, lr_scheduler='CosineAnnealingLR', stepsize=[20, 40], gamma=0.1)
==========
------------------------- [START 2025-12-01_05-53-02] -------------------------

                           |  Train   |   Valid  |              |
 | Mode  |  Iter  | Epoch  |   Loss   |    mAP   |     Time     |
-------------------------------------------------------------------------------

| train | 394.0 |   0.0 |    3.867 |   0.000 |  1 min 05 sec |
| val   |   6.0 |   0.0 |    3.867 |   0.347 |  1 min 07 sec |
| train | 394.0 |   1.0 |    0.069 |   0.347 |  2 min 05 sec |
| val   |   6.0 |   1.0 |    0.069 |   0.433 |  2 min 06 sec |
| train | 394.0 |   2.0 |    0.020 |   0.433 |  3 min 03 sec |
| val   |   6.0 |   2.0 |    0.020 |   0.404 |  3 min 04 sec |
| train | 394.0 |   3.0 |    0.082 |   0.404 |  4 min 02 sec |
| val   |   6.0 |   3.0 |    0.082 |   0.378 |  4 min 03 sec |
| train | 394.0 |   4.0 |    0.032 |   0.378 |  5 min 02 sec |
| val   |   6.0 |   4.0 |    0.032 |   0.399 |  5 min 02 sec |
| train | 394.0 |   5.0 |    0.008 |   0.399 |  6 min 00 sec |
| val   |   6.0 |   5.0 |    0.008 |   0.418 |  6 min 00 sec |
| train | 394.0 |   6.0 |    0.068 |   0.418 |  6 min 59 sec |
| val   |   6.0 |   6.0 |    0.068 |   0.336 |  7 min 00 sec |
| train | 394.0 |   7.0 |    0.031 |   0.336 |  7 min 58 sec |
| val   |   6.0 |   7.0 |    0.031 |   0.440 |  7 min 59 sec |
| train | 394.0 |   8.0 |    0.015 |   0.440 |  8 min 56 sec |
| val   |   6.0 |   8.0 |    0.015 |   0.418 |  8 min 57 sec |
| train | 394.0 |   9.0 |    0.063 |   0.418 |  9 min 56 sec |
| val   |   6.0 |   9.0 |    0.063 |   0.422 |  9 min 57 sec |
