Student ID:6940610
Student name:Anil Emanuel
UUID:10663974-2e06-43a0-a6b5-7bdea04d192c
==========
Args:Namespace(model_mode='tf_efficientnet_b0', dataset_location='/user/HS401/ae01383/Downloads/EEEM066_KnifeHunter', train_datacsv='/user/HS401/ae01383/Downloads/CSWK_2025-26-main/dataset/train.csv', val_datacsv='/user/HS401/ae01383/Downloads/CSWK_2025-26-main/dataset/validation.csv', test_datacsv='dataset/test.csv', saved_checkpoint_path='Knife-Effb0', n_classes=543, num_workers=8, seed=0, resized_img_weight=224, resized_img_height=224, evaluate_only=False, model_path=None, epochs=10, batch_size=32, brightness=0.2, contrast=0.2, saturation=0.2, hue=0.2, random_rotation=0, vertical_flip=0, horizontal_flip=0, random_erase=False, color_aug=False, optim='adam', learning_rate=5e-05, weight_decay=0.0005, momentum=0.9, sgd_dampening=0, sgd_nesterov=False, rmsprop_alpha=0.99, adam_beta1=0.9, adam_beta2=0.999, lr_scheduler='CosineAnnealingLR', stepsize=[20, 40], gamma=0.1)
==========
------------------------- [START 2025-11-25_20-21-02] -------------------------

                           |  Train   |   Valid  |              |
 | Mode  |  Iter  | Epoch  |   Loss   |    mAP   |     Time     |
-------------------------------------------------------------------------------

| train | 789.0 |   0.0 |    5.795 |   0.000 |  0 min 54 sec |
| val   |  13.0 |   0.0 |    5.795 |   0.111 |  0 min 56 sec |
| train | 789.0 |   1.0 |    4.270 |   0.111 |  1 min 35 sec |
| val   |  13.0 |   1.0 |    4.270 |   0.197 |  1 min 36 sec |
| train | 789.0 |   2.0 |    2.882 |   0.197 |  2 min 15 sec |
| val   |  13.0 |   2.0 |    2.882 |   0.314 |  2 min 15 sec |
| train | 789.0 |   3.0 |    1.968 |   0.314 |  2 min 55 sec |
| val   |  13.0 |   3.0 |    1.968 |   0.376 |  2 min 56 sec |
| train | 789.0 |   4.0 |    1.383 |   0.376 |  3 min 35 sec |
| val   |  13.0 |   4.0 |    1.383 |   0.385 |  3 min 36 sec |
| train | 789.0 |   5.0 |    0.989 |   0.385 |  4 min 15 sec |
| val   |  13.0 |   5.0 |    0.989 |   0.422 |  4 min 16 sec |
| train | 789.0 |   6.0 |    0.705 |   0.422 |  4 min 56 sec |
| val   |  13.0 |   6.0 |    0.705 |   0.430 |  4 min 56 sec |
| train | 789.0 |   7.0 |    0.496 |   0.430 |  5 min 36 sec |
| val   |  13.0 |   7.0 |    0.496 |   0.433 |  5 min 36 sec |
| train | 789.0 |   8.0 |    0.345 |   0.433 |  6 min 16 sec |
| val   |  13.0 |   8.0 |    0.345 |   0.462 |  6 min 17 sec |
| train | 789.0 |   9.0 |    0.238 |   0.462 |  6 min 56 sec |
| val   |  13.0 |   9.0 |    0.238 |   0.468 |  6 min 57 sec |
