Student ID:6940610
Student name:Anil Emanuel
UUID:5f6471e3-3732-47fe-ab69-60650a3301cc
==========
Args:Namespace(model_mode='convnext_tiny', dataset_location='/user/HS401/ae01383/Downloads/EEEM066_KnifeHunter', train_datacsv='/user/HS401/ae01383/Downloads/CSWK_2025-26-main/dataset/train.csv', val_datacsv='/user/HS401/ae01383/Downloads/CSWK_2025-26-main/dataset/validation.csv', test_datacsv='dataset/test.csv', saved_checkpoint_path='LR_0001', n_classes=543, num_workers=8, seed=0, resized_img_weight=224, resized_img_height=224, evaluate_only=False, model_path=None, epochs=10, batch_size=32, brightness=0.2, contrast=0.2, saturation=0.2, hue=0.2, random_rotation=0, vertical_flip=0, horizontal_flip=0, random_erase=False, color_aug=False, optim='adam', learning_rate=0.001, weight_decay=0.0005, momentum=0.9, sgd_dampening=0, sgd_nesterov=False, rmsprop_alpha=0.99, adam_beta1=0.9, adam_beta2=0.999, lr_scheduler='CosineAnnealingLR', stepsize=[20, 40], gamma=0.1)
==========
------------------------- [START 2025-12-01_03-10-30] -------------------------

                           |  Train   |   Valid  |              |
 | Mode  |  Iter  | Epoch  |   Loss   |    mAP   |     Time     |
-------------------------------------------------------------------------------

| train | 789.0 |   0.0 |    6.069 |   0.000 |  1 min 09 sec |
| val   |  13.0 |   0.0 |    6.069 |   0.039 |  1 min 12 sec |
| train | 789.0 |   1.0 |    5.761 |   0.039 |  2 min 17 sec |
| val   |  13.0 |   1.0 |    5.761 |   0.028 |  2 min 17 sec |
| train | 789.0 |   2.0 |    5.631 |   0.028 |  3 min 21 sec |
| val   |  13.0 |   2.0 |    5.631 |   0.036 |  3 min 22 sec |
| train | 789.0 |   3.0 |    5.435 |   0.036 |  4 min 25 sec |
| val   |  13.0 |   3.0 |    5.435 |   0.039 |  4 min 25 sec |
| train | 789.0 |   4.0 |    4.958 |   0.039 |  5 min 28 sec |
| val   |  13.0 |   4.0 |    4.958 |   0.034 |  5 min 29 sec |
| train | 789.0 |   5.0 |    4.296 |   0.034 |  6 min 32 sec |
| val   |  13.0 |   5.0 |    4.296 |   0.031 |  6 min 33 sec |
| train | 789.0 |   6.0 |    3.650 |   0.031 |  7 min 37 sec |
| val   |  13.0 |   6.0 |    3.650 |   0.040 |  7 min 37 sec |
| train | 789.0 |   7.0 |    3.131 |   0.040 |  8 min 41 sec |
| val   |  13.0 |   7.0 |    3.131 |   0.032 |  8 min 42 sec |
| train | 789.0 |   8.0 |    2.701 |   0.032 |  9 min 46 sec |
| val   |  13.0 |   8.0 |    2.701 |   0.029 |  9 min 47 sec |
| train | 789.0 |   9.0 |    2.289 |   0.029 | 10 min 52 sec |
| val   |  13.0 |   9.0 |    2.289 |   0.047 | 10 min 53 sec |
