Student ID:6940610
Student name:Anil Emanuel
UUID:0050a529-4f28-40dc-827b-a4c9dce7b0db
==========
Args:Namespace(model_mode='convnext_tiny', dataset_location='/user/HS401/ae01383/Downloads/EEEM066_KnifeHunter', train_datacsv='/user/HS401/ae01383/Downloads/CSWK_2025-26-main/dataset/train.csv', val_datacsv='/user/HS401/ae01383/Downloads/CSWK_2025-26-main/dataset/validation.csv', test_datacsv='dataset/test.csv', saved_checkpoint_path='BS128_LR0003', n_classes=543, num_workers=8, seed=0, resized_img_weight=224, resized_img_height=224, evaluate_only=False, model_path=None, epochs=10, batch_size=128, brightness=0.2, contrast=0.2, saturation=0.2, hue=0.2, random_rotation=0, vertical_flip=0, horizontal_flip=0, random_erase=False, color_aug=False, optim='adam', learning_rate=0.0003, weight_decay=0.0005, momentum=0.9, sgd_dampening=0, sgd_nesterov=False, rmsprop_alpha=0.99, adam_beta1=0.9, adam_beta2=0.999, lr_scheduler='CosineAnnealingLR', stepsize=[20, 40], gamma=0.1)
==========
------------------------- [START 2025-12-01_06-29-22] -------------------------

                           |  Train   |   Valid  |              |
 | Mode  |  Iter  | Epoch  |   Loss   |    mAP   |     Time     |
-------------------------------------------------------------------------------

| train | 197.0 |   0.0 |    2.086 |   0.000 |  1 min 02 sec |
| val   |   3.0 |   0.0 |    2.086 |   0.610 |  1 min 05 sec |
| train | 197.0 |   1.0 |    0.023 |   0.610 |  1 min 59 sec |
| val   |   3.0 |   1.0 |    0.023 |   0.621 |  2 min 00 sec |
| train | 197.0 |   2.0 |    0.005 |   0.621 |  2 min 55 sec |
| val   |   3.0 |   2.0 |    0.005 |   0.638 |  2 min 56 sec |
| train | 197.0 |   3.0 |    0.003 |   0.638 |  3 min 52 sec |
| val   |   3.0 |   3.0 |    0.003 |   0.646 |  3 min 53 sec |
| train | 197.0 |   4.0 |    0.006 |   0.646 |  4 min 48 sec |
| val   |   3.0 |   4.0 |    0.006 |   0.632 |  4 min 49 sec |
| train | 197.0 |   5.0 |    0.069 |   0.632 |  5 min 45 sec |
| val   |   3.0 |   5.0 |    0.069 |   0.541 |  5 min 46 sec |
| train | 197.0 |   6.0 |    0.062 |   0.541 |  6 min 41 sec |
| val   |   3.0 |   6.0 |    0.062 |   0.570 |  6 min 42 sec |
| train | 197.0 |   7.0 |    0.020 |   0.570 |  7 min 36 sec |
| val   |   3.0 |   7.0 |    0.020 |   0.554 |  7 min 37 sec |
| train | 197.0 |   8.0 |    0.007 |   0.554 |  8 min 32 sec |
| val   |   3.0 |   8.0 |    0.007 |   0.601 |  8 min 33 sec |
| train | 197.0 |   9.0 |    0.018 |   0.601 |  9 min 28 sec |
| val   |   3.0 |   9.0 |    0.018 |   0.536 |  9 min 29 sec |
