Student ID:6940610
Student name:Anil Emanuel
UUID:1f58a882-4bd4-41ec-a9e1-da503a35f7c7
==========
Args:Namespace(model_mode='convnext_tiny', dataset_location='/user/HS401/ae01383/Downloads/EEEM066_KnifeHunter', train_datacsv='/user/HS401/ae01383/Downloads/CSWK_2025-26-main/dataset/train.csv', val_datacsv='/user/HS401/ae01383/Downloads/CSWK_2025-26-main/dataset/validation.csv', test_datacsv='dataset/test.csv', saved_checkpoint_path='BS16_LR0003', n_classes=543, num_workers=8, seed=0, resized_img_weight=224, resized_img_height=224, evaluate_only=False, model_path=None, epochs=10, batch_size=16, brightness=0.2, contrast=0.2, saturation=0.2, hue=0.2, random_rotation=0, vertical_flip=0, horizontal_flip=0, random_erase=False, color_aug=False, optim='adam', learning_rate=0.0003, weight_decay=0.0005, momentum=0.9, sgd_dampening=0, sgd_nesterov=False, rmsprop_alpha=0.99, adam_beta1=0.9, adam_beta2=0.999, lr_scheduler='CosineAnnealingLR', stepsize=[20, 40], gamma=0.1)
==========
------------------------- [START 2025-12-01_05-35-56] -------------------------

                           |  Train   |   Valid  |              |
 | Mode  |  Iter  | Epoch  |   Loss   |    mAP   |     Time     |
-------------------------------------------------------------------------------

| train | 1578.0 |   0.0 |    5.802 |   0.000 |  1 min 20 sec |
| val   |  27.0 |   0.0 |    5.802 |   0.024 |  1 min 23 sec |
| train | 1578.0 |   1.0 |    5.060 |   0.024 |  2 min 39 sec |
| val   |  27.0 |   1.0 |    5.060 |   0.034 |  2 min 40 sec |
| train | 1578.0 |   2.0 |    3.679 |   0.034 |  3 min 57 sec |
| val   |  27.0 |   2.0 |    3.679 |   0.060 |  3 min 57 sec |
| train | 1578.0 |   3.0 |    1.872 |   0.060 |  5 min 14 sec |
| val   |  27.0 |   3.0 |    1.872 |   0.100 |  5 min 15 sec |
| train | 1578.0 |   4.0 |    0.821 |   0.100 |  6 min 31 sec |
| val   |  27.0 |   4.0 |    0.821 |   0.103 |  6 min 32 sec |
| train | 1578.0 |   5.0 |    0.420 |   0.103 |  7 min 49 sec |
| val   |  27.0 |   5.0 |    0.420 |   0.125 |  7 min 49 sec |
| train | 1578.0 |   6.0 |    0.275 |   0.125 |  9 min 06 sec |
| val   |  27.0 |   6.0 |    0.275 |   0.113 |  9 min 06 sec |
| train | 1578.0 |   7.0 |    0.198 |   0.113 | 10 min 27 sec |
| val   |  27.0 |   7.0 |    0.198 |   0.128 | 10 min 28 sec |
| train | 1578.0 |   8.0 |    0.156 |   0.128 | 11 min 44 sec |
| val   |  27.0 |   8.0 |    0.156 |   0.141 | 11 min 45 sec |
| train | 1578.0 |   9.0 |    0.121 |   0.141 | 13 min 02 sec |
| val   |  27.0 |   9.0 |    0.121 |   0.142 | 13 min 02 sec |
